,pred,pred_score,y
T12,0.0,0.12430950254201889,0
T90,0.0,0.20205141603946686,0
T93,0.0,0.14510667324066162,0
T94,0.0,0.09625402092933655,0
T97,0.0,0.03565845265984535,0
WA3,1.0,0.9965968132019043,1
WA7,1.0,0.9235467910766602,1
WA10,1.0,0.970897376537323,1
WA11,1.0,0.9868448376655579,1
WA12,1.0,0.9551217555999756,1
WA14,1.0,0.9427546858787537,1
WA16,1.0,0.9931727051734924,1
WA18,1.0,0.9621191024780273,1
WA19,1.0,0.9267705082893372,1
WA20,1.0,0.9178323745727539,1
WA27,1.0,0.9548222422599792,1
WA28,1.0,0.9464028477668762,1
WA29,1.0,0.6900902390480042,1
WA30,1.0,0.9079344272613525,1
WA31,1.0,0.9932746291160583,1
WA32,1.0,0.8931642174720764,1
WA33,1.0,0.9605541229248047,1
WA35,1.0,0.9673247337341309,1
WA37,1.0,0.9875240325927734,1
WA39,1.0,0.932425320148468,1
WA40,1.0,0.9782033562660217,1
WA42,1.0,0.8635966181755066,1
WA43-44,1.0,0.9917133450508118,1
WA46,1.0,0.9842665791511536,1
WA47,1.0,0.846146285533905,1
WA48,1.0,0.9997251033782959,1
WA50,1.0,0.9739052653312683,1
WA52,1.0,0.7430103421211243,1
WA54,1.0,0.9443490505218506,1
WA55,1.0,0.9430676102638245,1
WA57,1.0,0.9931268095970154,1
WA58,1.0,0.7028863430023193,1
WA59,1.0,0.9857587814331055,1
WA60,1.0,0.8598052859306335,1
WA43-27,1.0,0.9867792129516602,1
WA43-71,1.0,0.8976264595985413,1
PR-08-2455,0.0,0.10093889385461807,0
PR-08-2153,0.0,0.1349390149116516,0
P08-492,0.0,0.010754709132015705,0
P07-5318,0.0,0.3294016718864441,0
P07-5037,0.0,0.022233569994568825,0
P07-5021,0.0,0.1055876687169075,0
P07-4941,0.0,0.012804929167032242,0
PR-05-3595,0.0,0.009262381121516228,0
PR-06-1749,0.0,0.18309475481510162,0
PR-09-3983,0.0,0.15294675529003143,0
P03-2345,0.0,0.041920408606529236,0
PR-04-1243,0.0,0.03736984357237816,0
P07-144,0.0,0.14832690358161926,0
P07-837,0.0,0.07211019843816757,0
PR-STID0000002872,0.0,0.026295235380530357,0
P09-1042,0.0,0.011723607778549194,0
P09-628,0.0,0.1887189894914627,0
PR-09-601,0.0,0.019022829830646515,0
PR-08-784,0.0,0.14031605422496796,0
P08-501,0.0,0.12057310342788696,0
PR-07-4814,0.0,0.010432885028421879,0
PR-07-4610,0.0,0.36555588245391846,0
P08-716,0.0,0.06884700059890747,0
PR-06-3199,0.0,0.1372130960226059,0
PR-02-1431,0.0,0.16465555131435394,0
P05-1657,0.0,0.08246475458145142,0
P05-2709,0.0,0.010228055529296398,0
PR-09-146,0.0,0.037862543016672134,0
PR-08-4154,0.0,0.1444740891456604,0
PR-2525,0.0,0.1079506054520607,0
PR-3042,0.0,0.19324129819869995,0
PR-STID0000002682,0.0,0.09875509887933731,0
P05-3852,0.0,0.030107447877526283,0
PR-4240,1.0,0.919104278087616,1
TCGA-2A-A8VL-01,0.0,0.0008155411924235523,0
TCGA-2A-A8VO-01,0.0,0.015168148092925549,0
TCGA-2A-A8W1-01,0.0,0.006929473485797644,0
TCGA-2A-A8W3-01,0.0,0.19998066127300262,0
TCGA-2A-AAYF-01,0.0,0.04319961369037628,0
TCGA-2A-AAYO-01,0.0,0.16858305037021637,0
TCGA-4L-AA1F-01,0.0,0.1726718693971634,0
TCGA-CH-5737-01,0.0,0.05518114194273949,0
TCGA-CH-5738-01,0.0,0.0920456275343895,0
TCGA-CH-5739-01,0.0,0.20073296129703522,0
TCGA-CH-5740-01,0.0,0.005923074204474688,0
TCGA-CH-5746-01,0.0,0.10176324099302292,0
TCGA-CH-5748-01,0.0,0.0863010361790657,0
TCGA-CH-5750-01,0.0,0.015517293475568295,0
TCGA-CH-5752-01,0.0,0.010617497377097607,0
TCGA-CH-5754-01,0.0,0.08117944747209549,0
TCGA-CH-5762-01,0.0,0.014686311595141888,0
TCGA-CH-5763-01,0.0,0.1119089424610138,0
TCGA-CH-5767-01,0.0,0.17625105381011963,0
TCGA-CH-5769-01,0.0,0.06721813231706619,0
TCGA-CH-5771-01,0.0,0.014825679361820221,0
TCGA-CH-5788-01,0.0,0.2093478888273239,0
TCGA-CH-5790-01,0.0,0.0684957280755043,0
TCGA-CH-5791-01,0.0,0.1458868533372879,0
TCGA-CH-5792-01,0.0,0.018576381728053093,0
TCGA-CH-5794-01,0.0,0.010930835269391537,0
TCGA-EJ-5495-01,0.0,0.13848760724067688,0
TCGA-EJ-5496-01,0.0,0.010499131865799427,0
TCGA-EJ-5498-01,0.0,0.15040309727191925,0
TCGA-EJ-5501-01,0.0,0.26551464200019836,0
TCGA-EJ-5503-01,0.0,0.14212322235107422,0
TCGA-EJ-5504-01,0.0,0.08896099776029587,0
TCGA-EJ-5505-01,0.0,0.033444806933403015,0
TCGA-EJ-5506-01,0.0,0.08304735273122787,0
TCGA-EJ-5508-01,0.0,0.025715194642543793,0
TCGA-EJ-5509-01,0.0,0.015630779787898064,0
TCGA-EJ-5511-01,0.0,0.1305180937051773,0
TCGA-EJ-5514-01,0.0,0.08364167809486389,0
TCGA-EJ-5516-01,0.0,0.04035515338182449,0
TCGA-EJ-5517-01,0.0,0.02057499811053276,0
TCGA-EJ-5518-01,0.0,0.04343050718307495,0
TCGA-EJ-5524-01,0.0,0.04989449307322502,0
TCGA-EJ-5531-01,0.0,0.04731016233563423,0
TCGA-EJ-5532-01,0.0,0.11045876145362854,0
TCGA-EJ-7115-01,0.0,0.21344393491744995,0
TCGA-EJ-7125-01,0.0,0.026632383465766907,0
TCGA-EJ-7314-01,0.0,0.11565523594617844,0
TCGA-EJ-7315-01,0.0,0.04499027132987976,0
TCGA-EJ-7328-01,0.0,0.029476935043931007,0
TCGA-EJ-7331-01,0.0,0.071835957467556,0
TCGA-EJ-7783-01,0.0,0.07653950899839401,0
TCGA-EJ-7784-01,0.0,0.011301268823444843,0
TCGA-EJ-7785-01,0.0,0.007486974820494652,0
TCGA-EJ-7786-01,0.0,0.09291202574968338,0
TCGA-EJ-7788-01,0.0,0.16041959822177887,0
TCGA-EJ-7797-01,0.0,0.05394555628299713,0
TCGA-EJ-8470-01,0.0,0.09393393993377686,0
TCGA-EJ-8472-01,0.0,0.19170956313610077,0
TCGA-EJ-A46D-01,0.0,0.15212635695934296,0
TCGA-EJ-A46E-01,0.0,0.10711101442575455,0
TCGA-EJ-A46F-01,0.0,0.08834757655858994,0
TCGA-EJ-A46G-01,0.0,0.03412233665585518,0
TCGA-EJ-A65G-01,0.0,0.1524524837732315,0
TCGA-EJ-A65J-01,0.0,0.04513818398118019,0
TCGA-EJ-A65M-01,0.0,0.006989480461925268,0
TCGA-EJ-A6RC-01,0.0,0.1640215516090393,0
TCGA-EJ-A7NG-01,0.0,0.10955803841352463,0
TCGA-EJ-A7NH-01,0.0,0.04481460526585579,0
TCGA-FC-7708-01,0.0,0.1605624407529831,0
TCGA-FC-7961-01,0.0,0.013694477267563343,0
TCGA-FC-A5OB-01,0.0,0.100333571434021,0
TCGA-FC-A6HD-01,0.0,0.020692426711320877,0
TCGA-FC-A8O0-01,0.0,0.1420443207025528,0
TCGA-G9-6329-01,0.0,0.13041101396083832,0
TCGA-G9-6332-01,0.0,0.12662619352340698,0
TCGA-G9-6333-01,0.0,0.16141371428966522,0
TCGA-G9-6338-01,0.0,0.01239719521254301,0
TCGA-G9-6347-01,0.0,0.03488275781273842,0
TCGA-G9-6348-01,0.0,0.111587755382061,0
TCGA-G9-6354-01,0.0,0.14318609237670898,0
TCGA-G9-6356-01,0.0,0.18486052751541138,0
TCGA-G9-6361-01,0.0,0.08251028507947922,0
TCGA-G9-6362-01,0.0,0.057621147483587265,0
TCGA-G9-6363-01,0.0,0.04144499823451042,0
TCGA-G9-6366-01,0.0,0.041256483644247055,0
TCGA-G9-6367-01,0.0,0.19657360017299652,0
TCGA-G9-6371-01,0.0,0.1864463835954666,0
TCGA-G9-6377-01,0.0,0.004913317505270243,0
TCGA-G9-6378-01,0.0,0.10184836387634277,0
TCGA-G9-6379-01,0.0,0.023645220324397087,0
TCGA-G9-6384-01,0.0,0.17617206275463104,0
TCGA-G9-6385-01,0.0,0.1854942888021469,0
TCGA-G9-6494-01,0.0,0.04009406268596649,0
TCGA-G9-6496-01,0.0,0.1431218832731247,0
TCGA-G9-6498-01,0.0,0.10623788833618164,0
TCGA-G9-7509-01,0.0,0.08086211234331131,0
TCGA-G9-7510-01,0.0,0.12286480516195297,0
TCGA-G9-7519-01,0.0,0.07512722164392471,0
TCGA-G9-7522-01,0.0,0.05574703589081764,0
TCGA-G9-A9S7-01,0.0,0.022961780428886414,0
TCGA-H9-7775-01,0.0,0.11680684238672256,0
TCGA-H9-A6BY-01,0.0,0.010701923631131649,0
TCGA-HC-7078-01,0.0,0.20492129027843475,0
TCGA-HC-7079-01,0.0,0.17253410816192627,0
TCGA-HC-7210-01,0.0,0.031273167580366135,0
TCGA-HC-7212-01,0.0,0.025821655988693237,0
TCGA-HC-7232-01,0.0,0.19443298876285553,0
TCGA-HC-7233-01,0.0,0.08492598682641983,0
TCGA-HC-7736-01,0.0,0.03638812527060509,0
TCGA-HC-7737-01,0.0,0.050724249333143234,0
TCGA-HC-7740-01,0.0,0.10444503277540207,0
TCGA-HC-7745-01,0.0,0.17353345453739166,0
TCGA-HC-7747-01,0.0,0.02837170660495758,0
TCGA-HC-7749-01,0.0,0.09577556699514389,0
TCGA-HC-7752-01,0.0,0.01791987009346485,0
TCGA-HC-7817-01,0.0,0.07788150012493134,0
TCGA-HC-7819-01,0.0,0.19880463182926178,0
TCGA-HC-7821-01,0.0,0.3093176782131195,0
TCGA-HC-8213-01,0.0,0.014415987767279148,0
TCGA-HC-8257-01,0.0,0.003257466247305274,0
TCGA-HC-8259-01,0.0,0.06452247500419617,0
TCGA-HC-8261-01,0.0,0.09137380123138428,0
TCGA-HC-8262-01,0.0,0.049360718578100204,0
TCGA-HC-8265-01,0.0,0.044017475098371506,0
TCGA-HC-A48F-01,0.0,0.0934252142906189,0
TCGA-HC-A4ZV-01,0.0,0.08040253818035126,0
TCGA-HC-A631-01,0.0,0.2323417216539383,0
TCGA-HC-A632-01,0.0,0.26219499111175537,0
TCGA-HC-A6AL-01,0.0,0.07924216985702515,0
TCGA-HC-A6AN-01,0.0,0.13016383349895477,0
TCGA-HC-A6AP-01,0.0,0.044337719678878784,0
TCGA-HC-A6AQ-01,0.0,0.030438775196671486,0
TCGA-HC-A6AS-01,0.0,0.04454993084073067,0
TCGA-HC-A6HX-01,0.0,0.13618703186511993,0
TCGA-HC-A6HY-01,0.0,0.20482201874256134,0
TCGA-HC-A76W-01,0.0,0.020757179707288742,0
TCGA-HC-A8CY-01,0.0,0.0046914503909647465,0
TCGA-HC-A8D0-01,0.0,0.06333867460489273,0
TCGA-HI-7169-01,0.0,0.18757759034633636,0
TCGA-HI-7170-01,0.0,0.3175143599510193,0
TCGA-J4-8198-01,0.0,0.028088552877306938,0
TCGA-J4-8200-01,0.0,0.10374701023101807,0
TCGA-J4-A67K-01,0.0,0.008160892874002457,0
TCGA-J4-A67L-01,0.0,0.0855412408709526,0
TCGA-J4-A67M-01,0.0,0.08301597833633423,0
TCGA-J4-A67N-01,0.0,0.22458791732788086,0
TCGA-J4-A67O-01,0.0,0.12405086308717728,0
TCGA-J4-A67Q-01,0.0,0.13743890821933746,0
TCGA-J4-A67R-01,0.0,0.14263968169689178,0
TCGA-J4-A67S-01,0.0,0.06903841346502304,0
TCGA-J4-A6G1-01,0.0,0.15467900037765503,0
TCGA-J4-A6G3-01,0.0,0.1361169070005417,0
TCGA-J4-A6M7-01,0.0,0.06920993328094482,0
TCGA-J4-A83I-01,0.0,0.1302291303873062,0
TCGA-J4-A83J-01,0.0,0.41472625732421875,0
TCGA-J4-A83K-01,0.0,0.05588933452963829,0
TCGA-J4-A83L-01,0.0,0.17549528181552887,0
TCGA-J4-A83M-01,0.0,0.023310400545597076,0
TCGA-J4-A83N-01,0.0,0.08507386595010757,0
TCGA-J4-AATV-01,0.0,0.18823738396167755,0
TCGA-J4-AATZ-01,0.0,0.3983072340488434,0
TCGA-J9-A52B-01,0.0,0.16996817290782928,0
TCGA-J9-A52C-01,0.0,0.08792483061552048,0
TCGA-J9-A52E-01,0.0,0.32005882263183594,0
TCGA-J9-A8CK-01,0.0,0.029253659769892693,0
TCGA-J9-A8CL-01,0.0,0.044000640511512756,0
TCGA-J9-A8CM-01,0.0,0.003249045694246888,0
TCGA-J9-A8CN-01,0.0,0.31243833899497986,0
TCGA-J9-A8CP-01,0.0,0.3768232762813568,0
TCGA-KC-A4BN-01,0.0,0.13579027354717255,0
TCGA-KC-A4BR-01,0.0,0.12718349695205688,0
TCGA-KC-A4BV-01,0.0,0.20062316954135895,0
TCGA-KC-A7FA-01,0.0,0.12617072463035583,0
TCGA-KC-A7FD-01,0.0,0.09220653027296066,0
TCGA-KK-A59X-01,0.0,0.053193360567092896,0
TCGA-KK-A59Y-01,0.0,0.14834190905094147,0
TCGA-KK-A59Z-01,0.0,0.024550661444664,0
TCGA-KK-A6E1-01,0.0,0.08787838369607925,0
TCGA-KK-A6E4-01,0.0,0.007660779636353254,0
TCGA-KK-A6E5-01,0.0,0.11536717414855957,0
TCGA-KK-A6E6-01,0.0,0.08861950039863586,0
TCGA-KK-A6E8-01,0.0,0.14229142665863037,0
TCGA-KK-A7AQ-01,0.0,0.013411108404397964,0
TCGA-KK-A7AU-01,0.0,0.3016885221004486,0
TCGA-KK-A7AV-01,0.0,0.02733612060546875,0
TCGA-KK-A7AW-01,0.0,0.28718772530555725,0
TCGA-KK-A7AY-01,0.0,0.02168354205787182,0
TCGA-KK-A7B0-01,0.0,0.013738964684307575,0
TCGA-KK-A7B1-01,0.0,0.014734470285475254,0
TCGA-KK-A7B2-01,0.0,0.23837284743785858,0
TCGA-KK-A7B4-01,1.0,0.5129303932189941,0
TCGA-KK-A8I4-01,0.0,0.06613493710756302,0
TCGA-KK-A8IA-01,0.0,0.11946988105773926,0
TCGA-KK-A8IB-01,0.0,0.07359800487756729,0
TCGA-KK-A8ID-01,0.0,0.020221607759594917,0
TCGA-KK-A8IF-01,0.0,0.20279230177402496,0
TCGA-KK-A8IG-01,0.0,0.10660416632890701,0
TCGA-KK-A8IH-01,0.0,0.2743648588657379,0
TCGA-KK-A8IJ-01,0.0,0.12512536346912384,0
TCGA-KK-A8IK-01,0.0,0.039325885474681854,0
TCGA-KK-A8IL-01,0.0,0.15487053990364075,0
TCGA-M7-A71Y-01,0.0,0.15483136475086212,0
TCGA-M7-A720-01,0.0,0.11711301654577255,0
TCGA-M7-A722-01,0.0,0.07976221293210983,0
TCGA-M7-A723-01,0.0,0.19752533733844757,0
TCGA-M7-A724-01,0.0,0.1638822704553604,0
TCGA-M7-A725-01,0.0,0.13515201210975647,0
TCGA-MG-AAMC-01,0.0,0.1633366495370865,0
TCGA-QU-A6IL-01,0.0,0.010551330633461475,0
TCGA-QU-A6IM-01,0.0,0.018863556906580925,0
TCGA-QU-A6IN-01,0.0,0.006914736703038216,0
TCGA-QU-A6IO-01,0.0,0.04296369478106499,0
TCGA-QU-A6IP-01,0.0,0.0206607673317194,0
TCGA-TK-A8OK-01,0.0,0.11219135671854019,0
TCGA-V1-A8MF-01,0.0,0.10890582203865051,0
TCGA-V1-A8MK-01,0.0,0.1502990573644638,0
TCGA-V1-A8ML-01,0.0,0.15758003294467926,0
TCGA-V1-A8WS-01,0.0,0.013241671025753021,0
TCGA-V1-A8WV-01,0.0,0.03201289474964142,0
TCGA-V1-A9O9-01,0.0,0.10264471173286438,0
TCGA-V1-A9OA-01,0.0,0.1744920015335083,0
TCGA-V1-A9OF-01,0.0,0.05909442901611328,0
TCGA-V1-A9OT-01,0.0,0.011315037496387959,0
TCGA-V1-A9OX-01,0.0,0.026667572557926178,0
TCGA-V1-A9OY-01,0.0,0.05562160909175873,0
TCGA-V1-A9Z7-01,0.0,0.13997092843055725,0
TCGA-V1-A9ZK-01,1.0,0.48316821455955505,0
TCGA-V1-A9ZR-01,0.0,0.03873744606971741,0
TCGA-VN-A88I-01,0.0,0.08024774491786957,0
TCGA-VN-A88L-01,0.0,0.017517317086458206,0
TCGA-VN-A88N-01,0.0,0.019186867401003838,0
TCGA-VN-A88O-01,0.0,0.11375018209218979,0
TCGA-VN-A88P-01,0.0,0.013784341514110565,0
TCGA-VN-A88Q-01,0.0,0.14846037328243256,0
TCGA-VN-A943-01,0.0,0.1988338679075241,0
TCGA-VP-A875-01,0.0,0.009485148824751377,0
TCGA-VP-A878-01,0.0,0.06877705454826355,0
TCGA-VP-A879-01,0.0,0.021850215271115303,0
TCGA-VP-A87C-01,0.0,0.22300966084003448,0
TCGA-VP-A87D-01,0.0,0.06353608518838882,0
TCGA-VP-A87K-01,0.0,0.1829811930656433,0
TCGA-X4-A8KQ-01,0.0,0.20107179880142212,0
TCGA-XA-A8JR-01,0.0,0.00939098745584488,0
TCGA-XJ-A83F-01,0.0,0.22980903089046478,0
TCGA-XJ-A83H-01,0.0,0.211861714720726,0
TCGA-XJ-A9DI-01,0.0,0.0784391239285469,0
TCGA-XJ-A9DK-01,0.0,0.2526642978191376,0
TCGA-XJ-A9DX-01,0.0,0.03930066153407097,0
TCGA-XK-AAIR-01,0.0,0.10209182649850845,0
TCGA-XK-AAIV-01,0.0,0.07100052386522293,0
TCGA-XK-AAJ3-01,0.0,0.04302862286567688,0
TCGA-XK-AAJA-01,0.0,0.03057475946843624,0
TCGA-XK-AAJT-01,0.0,0.012169874273240566,0
TCGA-XK-AAK1-01,0.0,0.042344968765974045,0
TCGA-XQ-A8TA-01,0.0,0.15435318648815155,0
TCGA-XQ-A8TB-01,0.0,0.13851617276668549,0
TCGA-Y6-A8TL-01,0.0,0.02336205542087555,0
TCGA-Y6-A9XI-01,0.0,0.1948205679655075,0
TCGA-YJ-A8SW-01,0.0,0.16008874773979187,0
TCGA-YL-A8HJ-01,0.0,0.016682753339409828,0
TCGA-YL-A8HL-01,0.0,0.16163980960845947,0
TCGA-YL-A8HM-01,0.0,0.01988963596522808,0
TCGA-YL-A8S8-01,0.0,0.026782415807247162,0
TCGA-YL-A8SA-01,0.0,0.15146340429782867,0
TCGA-YL-A8SB-01,0.0,0.0604061484336853,0
TCGA-YL-A8SC-01,0.0,0.06057170405983925,0
TCGA-YL-A8SF-01,0.0,0.1124882698059082,0
TCGA-YL-A8SH-01,0.0,0.023862401023507118,0
TCGA-YL-A8SI-01,0.0,0.2662738263607025,0
TCGA-YL-A8SJ-01,1.0,0.5013158917427063,0
TCGA-YL-A8SK-01,0.0,0.13887248933315277,0
TCGA-YL-A8SL-01,0.0,0.03442845121026039,0
TCGA-YL-A8SO-01,0.0,0.24618512392044067,0
TCGA-YL-A8SP-01,0.0,0.08906546235084534,0
TCGA-YL-A8SQ-01,1.0,0.5300518870353699,0
TCGA-YL-A9WH-01,0.0,0.12703628838062286,0
TCGA-YL-A9WJ-01,0.0,0.013959762640297413,0
TCGA-YL-A9WK-01,0.0,0.061870086938142776,0
TCGA-YL-A9WL-01,0.0,0.12357068061828613,0
TCGA-YL-A9WY-01,0.0,0.09559332579374313,0
TCGA-ZG-A8QX-01,0.0,0.010370454750955105,0
TCGA-ZG-A8QY-01,0.0,0.011997287161648273,0
TCGA-ZG-A8QZ-01,0.0,0.011689066886901855,0
TCGA-ZG-A9KY-01,0.0,0.12888504564762115,0
TCGA-ZG-A9L1-01,0.0,0.02549663372337818,0
TCGA-ZG-A9L2-01,0.0,0.05622439458966255,0
TCGA-ZG-A9L4-01,0.0,0.11818604916334152,0
TCGA-ZG-A9L5-01,0.0,0.0538116991519928,0
TCGA-ZG-A9L6-01,0.0,0.01780126988887787,0
TCGA-ZG-A9LB-01,0.0,0.20573168992996216,0
TCGA-ZG-A9LM-01,0.0,0.10192135721445084,0
TCGA-ZG-A9LN-01,0.0,0.12865424156188965,0
TCGA-ZG-A9LU-01,0.0,0.13845902681350708,0
TCGA-ZG-A9LY-01,0.0,0.046556126326322556,0
TCGA-ZG-A9LZ-01,0.0,0.06066562607884407,0
TCGA-ZG-A9M4-01,0.0,0.18218080699443817,0
TCGA-ZG-A9MC-01,0.0,0.3403789699077606,0
TCGA-ZG-A9ND-01,0.0,0.31571900844573975,0
TCGA-ZG-A9NI-01,0.0,0.14491112530231476,0
SI_9157_Tumor,1.0,0.9904804825782776,1
DFCI.11-104.02-Tumor,1.0,0.9327597618103027,1
MO_1013-Tumor,1.0,0.9982252717018127,1
MO_1015-Tumor,1.0,0.6315003633499146,1
MO_1020-Tumor,1.0,0.9781839847564697,1
MO_1040-Tumor,1.0,0.9350715279579163,1
MO_1054-Tumor,1.0,0.978705108165741,1
MO_1071-Tumor,1.0,0.9749172329902649,1
MO_1074-Tumor,1.0,0.8930938243865967,1
MO_1084-Tumor,1.0,0.9109933972358704,1
MO_1095-Tumor,1.0,0.8716423511505127,1
MO_1096-Tumor,1.0,0.9826979637145996,1
MO_1114-Tumor,1.0,0.9415120482444763,1
MO_1118-TM,1.0,0.8429587483406067,1
MO_1124-Tumor,1.0,0.900886595249176,1
MO_1128-Tumor,1.0,0.969397783279419,1
MO_1139-Tumor,1.0,0.9916608333587646,1
MO_1161-TM,1.0,0.7986730933189392,1
MO_1162-Tumor,1.0,0.9123455882072449,1
MO_1184-Tumor,1.0,0.9751260280609131,1
MO_1202-Tumor,1.0,0.9399566650390625,1
MO_1219-Tumor,1.0,0.8134350776672363,1
MO_1244-Tumor,1.0,0.9154300093650818,1
MO_1262-Tumor,1.0,0.9758550524711609,1
MO_1277-TM,1.0,0.997741162776947,1
MO_1316-TM,1.0,0.871429443359375,1
MO_1336-TM,1.0,0.5003435015678406,1
MO_1337-TM,1.0,0.8914379477500916,1
MO_1410-Tumor,1.0,0.9352295398712158,1
MO_1420_Tumor,1.0,0.9212133884429932,1
MO_1443_T,1.0,0.9024879932403564,1
MO_1447_Tumor,1.0,0.8565657734870911,1
MO_1469_T,1.0,0.91152423620224,1
MO_1473_Tumor,1.0,0.8099889755249023,1
MO_1482_T,1.0,0.9150771498680115,1
MO_1490_T,1.0,0.9990536570549011,1
MO_1492_T,1.0,0.9978652000427246,1
MO_1499_T,1.0,0.8929275870323181,1
MO_1511_T,1.0,0.903155505657196,1
MO_1517_T,1.0,0.8047210574150085,1
PM10-TM,1.0,0.9944609999656677,1
PM121-TM,1.0,0.787712037563324,1
PM124-TM,1.0,0.8353681564331055,1
PM14-TM,1.0,0.8570354580879211,1
PM15-TM,1.0,0.9213070273399353,1
PM156-TM,1.0,0.9387855529785156,1
PM158-TM,1.0,0.835160493850708,1
PM159-TM,1.0,0.9757521748542786,1
PM161-TM,1.0,0.7983161807060242,1
PM163-TM,1.0,0.7415894865989685,1
PM189-TM,1.0,0.9874041080474854,1
PM6-Halo-TM,1.0,0.6743221282958984,1
PM78-TM,1.0,0.992024838924408,1
PM9-TM,1.0,0.7677497863769531,1
PM90-TM,1.0,0.6524925231933594,1
PRAD-01115249-Tumor-SM-6VZ7K,1.0,0.9367089867591858,1
PRAD-01115257-Tumor-SM-6WZF8,1.0,0.9964975714683533,1
PRAD-01115263-Tumor-SM-6WZF9,1.0,0.7699348330497742,1
PRAD-01115284-Tumor-SM-6WZF6,1.0,0.9724109768867493,1
PRAD-01115343-Tumor-SM-6VZ7N,1.0,0.9932038187980652,1
PRAD-01115432-Tumor-SM-6B2K8,1.0,0.6238570809364319,1
PRAD-01115444-Tumor-SM-6B2K9,1.0,0.9631693959236145,1
PRAD-01115463-Tumor-SM-6B2KB,1.0,0.9835432171821594,1
PRAD-01115466-Tumor-SM-6B2KC,1.0,0.8145360946655273,1
PRAD-01115467-Tumor-SM-6B2KD,1.0,0.7768470644950867,1
PRAD-01115525-Tumor-SM-A4KNC,1.0,0.9172316193580627,1
PRAD-01115526-Tumor-SM-A4KND,1.0,0.7691786289215088,1
PRAD-01115527-Tumor-SM-A4KNE,1.0,0.9758003354072571,1
PRAD-01115528-Tumor-SM-A4KNF,1.0,0.9427691102027893,1
PRAD-01115531-Tumor-SM-A4KNG,1.0,0.9504507184028625,1
PRAD-01115549-Tumor-SM-A4KNH,1.0,0.9018547534942627,1
PRAD-01115550-Tumor-SM-A4KNI,1.0,0.9473032355308533,1
PRAD-01115554-Tumor-SM-A56E4,1.0,0.8830910325050354,1
PRAD-01115556-Tumor-SM-A56E5,1.0,0.7857153415679932,1
PRAD-01115577-Tumor-SM-A56E9,1.0,0.973940908908844,1
PRAD-01115578-Tumor-SM-A56EA,1.0,0.9999000430107117,1
PRAD-01115581-Tumor-SM-A56EB,1.0,0.999983012676239,1
PRAD-06115124-Tumor-SM-7LGU1,1.0,0.6967995762825012,1
PRAD-6115250.0-Tumor-SM-B2XRX,1.0,0.9091808199882507,1
PRAD-6115296.0-Tumor-SM-B2XS2,1.0,0.9977520108222961,1
PRAD-6115382.0-Tumor-SM-7LGU5,1.0,0.8144457340240479,1
PRAD-6115383.0-Tumor-SM-7LGU6,1.0,0.9484808444976807,1
PRAD-6115385.0-Tumor-SM-7LGU7,1.0,0.9649054408073425,1
PRAD-6115388.0-Tumor-SM-7LGUA,1.0,0.9949657917022705,1
PRAD-6115390.0-Tumor-SM-7LGUC,1.0,0.9629104137420654,1
PRAD-6115391.0-Tumor-SM-7LGUD,1.0,0.9249525666236877,1
PRAD-6115392.0-Tumor-SM-7LGUE,1.0,0.9742465615272522,1
PRAD-6115392.0-Tumor-SM-B2XRZ,1.0,0.9985270500183105,1
PRAD-6115394.0-Tumor-SM-7LGUG,1.0,0.9375472068786621,1
PRAD-6115396.0-Tumor-SM-7LGUI,1.0,0.9938146471977234,1
PRAD-6115399.0-Tumor-SM-7LGUL,1.0,0.993357241153717,1
PRAD-6115400.0-Tumor-SM-7LGUM,1.0,0.9508492350578308,1
PRAD-6115402.0-Tumor-SM-7LGUP,1.0,0.9625077247619629,1
